datetime,v,vw,o,c,h,l,t,n
2023-12-29 12:00:00,26469.0,193.7376,193.8,193.73,193.86,193.6,1703851200000,546
2023-12-29 13:00:00,77024.0,193.7592,193.72,193.93,193.95,193.56,1703854800000,2065
2023-12-29 14:00:00,3093594.0,193.7974,193.93,193.505,194.4,193.4301,1703858400000,40655
2023-12-29 15:00:00,3974474.0,193.1743,193.505,192.755,193.55,192.6646,1703862000000,172172
2023-12-29 16:00:00,4184810.0,192.2722,192.76,192.3201,192.8667,191.89,1703865600000,56122
2024-01-02 10:00:00,29855.0,190.002,190.0,189.76,190.24,189.7,1704189600000,1305
2024-01-02 11:00:00,121577.0,189.2501,189.68,188.94,189.68,188.8,1704193200000,3305
2024-01-02 12:00:00,174909.0,189.0329,189.02,188.4,189.65,188.4,1704196800000,4993
2024-01-02 13:00:00,555948.0,188.4356,189.03,188.1,192.53,187.78,1704200400000,16181
2024-01-02 14:00:00,15397513.0,187.3263,188.1,186.52,188.54,186.01,1704204000000,185413
2024-01-02 15:00:00,9904449.0,186.0725,186.52,185.89,187.0999,185.1843,1704207600000,293957
2024-01-02 16:00:00,7086716.0,186.6913,185.88,186.7443,187.35,185.87,1704211200000,102781
